playerID,nameFirst,nameLast,teamID
gossari01,Rich,Gossage,OAK
graveke01,Kendall,Graveman,OAK
grayso01,Sonny,Gray,OAK
gregelu01,Luke,Gregerson,OAK
grievbe01,Ben,Grieve,OAK
griffaj01,A. J.,Griffin,OAK
griffal01,Alfredo,Griffin,OAK
groombu01,Buddy,Groom,OAK
grossga01,Gabe,Gross,OAK
grosswa01,Wayne,Gross,OAK
guthrma01,Mark,Guthrie,OAK
guzmajo02,Johnny,Guzman,OAK
haasmo01,Moose,Haas,OAK
hahnje01,Jesse,Hahn,OAK
halamjo01,John,Halama,OAK
halsebr01,Brad,Halsey,OAK
hammoch01,Chris,Hammond,OAK
hannaja01,Jack,Hannahan,OAK
harderi01,Rich,Harden,OAK
harenda01,Dan,Haren,OAK
harkemi01,Mike,Harkey,OAK
harpebr01,Brian,Harper,OAK
harrire01,Reggie,Harris,OAK
harvich01,Chad,Harville,OAK
hassero01,Ron,Hassey,OAK
hattesc01,Scott,Hatteberg,OAK
hayneji01,Jimmy,Haynes,OAK
heathmi02,Mike,Heath,OAK
helfaer01,Eric,Helfand,OAK
hemonsc01,Scott,Hemond,OAK
hendeda01,Dave,Henderson,OAK
henderi01,Rickey,Henderson,OAK
hendest01,Steve,Henderson,OAK
hendrli01,Liam,Hendriks,OAK
heredgi01,Gil,Heredia,OAK
hernafe03,Fernando,Hernandez,OAK
hernara02,Ramon,Hernandez,OAK
herrejo02,Jose,Herrera,OAK
hiljuer01,Erik,Hiljus,OAK
hilldo01,Donnie,Hill,OAK
hillesh01,Shawn,Hillegas,OAK
hillri01,Rich,Hill,OAK
hinchaj01,A. J.,Hinch,OAK
hollima01,Matt,Holliday,OAK
holtzmi01,Mike,Holtz,OAK
holzema01,Mark,Holzemer,OAK
honeyri01,Rick,Honeycutt,OAK
horsmvi01,Vince,Horsman,OAK
howarst01,Steve,Howard,OAK
howelja01,Jay,Howell,OAK
howitda01,Dann,Howitt,OAK
hubbagl01,Glenn,Hubbard,OAK
hudsoti01,Tim,Hudson,OAK
isrinja01,Jason,Isringhausen,OAK
jacksco01,Conor,Jackson,OAK
jacobbr01,Brook,Jacoby,OAK
jahajo01,John,Jaha,OAK
jasojo01,John,Jaso,OAK
javiest01,Stan,Javier,OAK
jennido01,Doug,Jennings,OAK
jenniro01,Robin,Jennings,OAK
johnsda05,Dane,Johnson,OAK
johnsda06,Dan,Johnson,OAK
johnsdo04,Doug,Johns,OAK
johnsji04,Jim,Johnson,OAK
johnsma02,Mark,Johnson,OAK
johnto01,Tommy,John,OAK
jonesdo01,Doug,Jones,OAK
josefe01,Felix,Jose,OAK
justida01,David,Justice,OAK
kaaihki01,Kila,Ka'aihue,OAK
karroer01,Eric,Karros,OAK
karsast01,Steve,Karsay,OAK
kazmisc01,Scott,Kazmir,OAK
kendaja01,Jason,Kendall,OAK
kennejo04,Joe,Kennedy,OAK
kieltbo01,Bobby,Kielty,OAK
kingmda01,Dave,Kingman,OAK
klinkjo01,Joe,Klink,OAK
kochbi01,Billy,Koch,OAK
kotsama01,Mark,Kotsay,OAK
kouzmke01,Kevin,Kouzmanoff,OAK
kruegbi01,Bill,Krueger,OAK
kubinti01,Tim,Kubinski,OAK
langfri01,Rick,Langford,OAK
lansfca01,Carney,Lansford,OAK
larocan01,Andy,LaRoche,OAK
lawribr01,Brett,Lawrie,OAK
lawva01,Vance,Law,OAK
leipeda01,Dave,Leiper,OAK
lennopa01,Pat,Lennon,OAK
leshebr01,Brian,Lesher,OAK
lewisri01,Richie,Lewis,OAK
lidleco01,Cory,Lidle,OAK
lillyte01,Ted,Lilly,OAK
loaizes01,Esteban,Loaiza,OAK
longte01,Terrence,Long,OAK
lorraan01,Andrew,Lorraine,OAK
lovulto01,Torey,Lovullo,OAK
lowrije01,Jed,Lowrie,OAK
macfami01,Mike,Macfarlane,OAK
macksh01,Shane,Mack,OAK
madsory01,Ryan,Madson,OAK
magadda01,Dave,Magadan,OAK
magnami01,Mike,Magnante,OAK
mahayro01,Ron,Mahay,OAK
marshja01,Jay,Marshall,OAK
mashoda01,Damon,Mashore,OAK
mathetj01,T. J.,Mathews,OAK
matsuhi01,Hideki,Matsui,OAK
maynebr01,Brent,Mayne,OAK
mccarbr01,Brandon,McCarthy,OAK
mccatst01,Steve,McCatty,OAK
mcdonja02,Jason,McDonald,OAK
mcgwima01,Mark,McGwire,OAK
mclemma01,Mark,McLemore,OAK
mcmilbi01,Billy,McMillon,OAK
mecirji01,Jim,Mecir,OAK
melhuad01,Adam,Melhuse,OAK
meloajo01,Jon,Meloan,OAK
menecfr01,Frank,Menechino,OAK
mercehe01,Henry,Mercedes,OAK
milleda02,Damian,Miller,OAK
milonto01,Tommy,Milone,OAK
mitchke01,Kevin,Mitchell,OAK
mohlemi01,Mike,Mohler,OAK
moliniz01,Izzy,Molina,OAK
montgst01,Steve,Montgomery,OAK
moonebi01,Bill,Mooneyham,OAK
mooreke02,Kerwin,Moore,OAK
mooremi01,Mike,Moore,OAK
mossbr01,Brandon,Moss,OAK
muldema01,Mark,Mulder,OAK
munozpe01,Pedro,Munoz,OAK
murphdo01,Donnie,Murphy,OAK
murphdw01,Dwayne,Murphy,OAK
myersgr01,Greg,Myers,OAK
neeltr01,Troy,Neel,OAK
nelsoge01,Gene,Nelson,OAK
neshepa01,Pat,Neshek,OAK
neumi01,Michael,Neu,OAK
noboaju01,Junior,Noboa,OAK
norbejo01,Jordan,Norberto,OAK
norride01,Derek,Norris,OAK
norrimi01,Mike,Norris,OAK
nunezed01,Ed,Nunez,OAK
oflaher01,Eric,O'Flaherty,OAK
olivaom01,Omar,Olivares,OAK
ontivst02,Steve,Ontiveros,OAK
oquismi01,Mike,Oquist,OAK
ortizjo02,Jose,Ortiz,OAK
oteroda01,Dan,Otero,OAK
ottoda01,Dave,Otto,OAK
outmajo01,Josh,Outman,OAK
paquecr01,Craig,Paquette,OAK
parkeda01,Dave,Parker,OAK
parkeja02,Jarrod,Parker,OAK
parreje01,Jeff,Parrett,OAK
parrian01,Andy,Parrino,OAK
patteer01,Eric,Patterson,OAK
paytoja01,Jay,Payton,OAK
penaca01,Carlos,Pena,OAK
pennicl01,Cliff,Pennington,OAK
perezan01,Antonio,Perez,OAK
pettiga01,Gary,Pettis,OAK
phegljo01,Josh,Phegley,OAK
phelpke01,Ken,Phelps,OAK
phillto02,Tony,Phillips,OAK
piattad01,Adam,Piatt,OAK
piazzmi01,Mike,Piazza,OAK
picciro01,Rob,Picciolo,OAK
plantph01,Phil,Plantier,OAK
plunker01,Eric,Plunk,OAK
polonlu01,Luis,Polonia,OAK
pomerdr01,Drew,Pomeranz,OAK
powella01,Landon,Powell,OAK
prietar01,Ariel,Prieto,OAK
puntoni01,Nick,Punto,OAK
quirkja01,Jamie,Quirk,OAK
raineti01,Tim,Raines,OAK
ramired01,Edwar,Ramirez,OAK
readyra01,Randy,Ready,OAK
reckean01,Anthony,Recker,OAK
reddijo01,Josh,Reddick,OAK
redmama01,Mark,Redman,OAK
resopch01,Chris,Resop,OAK
reyesca01,Carlos,Reyes,OAK
rhodear01,Arthur,Rhodes,OAK
rigbybr01,Brad,Rigby,OAK
righeda01,Dave,Righetti,OAK
rijojo01,Jose,Rijo,OAK
rileser01,Ernie,Riles,OAK
rincori01,Ricardo,Rincon,OAK
rodrife02,Fernando,Rodriguez,OAK
rogerke01,Kenny,Rogers,OAK
rosalad01,Adam,Rosales,OAK
rossty01,Tyson,Ross,OAK
rzepcma01,Marc,Rzepczynski,OAK
saarlki01,Kirk,Saarloos,OAK
saenzol01,Olmedo,Saenz,OAK
sakatle01,Lenn,Sakata,OAK
sandesc01,Scott,Sanderson,OAK
saxst01,Steve,Sax,OAK
scribev01,Evan,Scribner,OAK
scutama01,Marco,Scutaro,OAK
seitzke01,Kevin,Seitzer,OAK
semiema01,Marcus,Semien,OAK
servisc01,Scott,Service,OAK
sheetbe01,Ben,Sheets,OAK
shower01,Eric,Show,OAK
sierrru01,Ruben,Sierra,OAK
singlch01,Chris,Singleton,OAK
sizemsc01,Scott,Sizemore,OAK
slusajo01,Joe,Slusarski,OAK
smallaa01,Aaron,Small,OAK
smithse01,Seth,Smith,OAK
sogarer01,Eric,Sogard,OAK
spiezsc01,Scott,Spiezio,OAK
sprinru01,Russ,Springer,OAK
stairma01,Matt,Stairs,OAK
steinbl01,Blake,Stein,OAK
steinte01,Terry,Steinbach,OAK
stewada01,Dave,Stewart,OAK
stewash01,Shannon,Stewart,OAK
stottto01,Todd,Stottlemyre,OAK
straida01,Dan,Straily,OAK
streehu01,Huston,Street,OAK
suzukku01,Kurt,Suzuki,OAK
sweenmi01,Mike,Sweeney,OAK
sweenry01,Ryan,Sweeney,OAK
swishni01,Nick,Swisher,OAK
tamje01,Jeff,Tam,OAK
taverwi01,Willy,Taveras,OAK
taylobi04,Billy,Taylor,OAK
tejadmi01,Miguel,Tejada,OAK
telghda01,Dave,Telgheder,OAK
tellmto01,Tom,Tellmann,OAK
tettlmi01,Mickey,Tettleton,OAK
thomach01,Charles,Thomas,OAK
thomafr04,Frank,Thomas,OAK
tillmru01,Rusty,Tillman,OAK
tombean01,Andy,Tomberlin,OAK
valdema02,Mario,Valdez,OAK
valenda01,Danny,Valencia,OAK
vanpoto01,Todd,Van Poppel,OAK
velanjo01,Jorge,Velandia,OAK
velarra01,Randy,Velarde,OAK
venafmi01,Mike,Venafro,OAK
vizcalu01,Luis,Vizcaino,OAK
vogtst01,Stephen,Vogt,OAK
vosbeed01,Ed,Vosberg,OAK
walketo04,Todd,Walker,OAK
waltobr01,Bruce,Walton,OAK
wasdijo01,John,Wasdin,OAK
weeksje01,Jemile,Weeks,OAK
weisswa01,Walt,Weiss,OAK
welchbo01,Bob,Welch,OAK
wengedo01,Don,Wengert,OAK
willaje01,Jerry,Willard,OAK
willige03,George,Williams,OAK
willijo03,Josh,Willingham,OAK
wilsowi02,Willie,Wilson,OAK
witasja01,Jay,Witasick,OAK
wittbo01,Bobby,Witt,OAK
wojcist01,Steve,Wojciechowski,OAK
woodja02,Jason,Wood,OAK
worreti01,Tim,Worrell,OAK
wuertmi01,Michael,Wuertz,OAK
yabuke01,Keiichi,Yabu,OAK
youngch04,Chris,Young,OAK
youngcu01,Curt,Young,OAK
younger02,Ernie,Young,OAK
youngma01,Matt,Young,OAK
zieglbr01,Brad,Ziegler,OAK
zitoba01,Barry,Zito,OAK
zobribe01,Ben,Zobrist,OAK
